时间,进水流量(m3/h),进水COD(mg/L),进水NH3-N(mg/L),进水TN(mg/L),进水TP(mg/L),曝气池DO(mg/L),SV30(%),MLSS(mg/L),TMP(kPa),出水COD(mg/L),出水NH3-N(mg/L),出水TN(mg/L),出水TP(mg/L),电耗(kWh/h),药耗(kg/h)
2026-07-01 22:00:00,811.6,401.1,38.1,61.0,5.5,2.16,26.0,3646.0,10.84,10.3,0.464,6.24,0.115,761.3,13.3
2026-07-01 23:00:00,727.4,273.5,36.6,56.2,5.54,2.21,26.1,3808.0,9.48,13.4,0.48,5.57,0.125,782.3,13.6
2026-07-02 00:00:00,751.4,323.0,32.7,49.8,4.84,1.93,30.6,3857.0,9.56,12.0,0.442,6.67,0.148,748.2,15.6
2026-07-02 01:00:00,587.7,376.8,34.5,54.3,10.4,1.71,30.1,3948.0,9.82,10.8,0.5,5.45,0.115,735.3,11.4
2026-07-02 02:00:00,766.4,367.1,38.6,56.8,4.12,2.02,27.6,3617.0,9.53,12.0,0.474,5.64,0.11,703.5,12.4
2026-07-02 03:00:00,980.4,346.2,30.7,52.1,4.24,1.48,34.9,3600.0,10.48,10.1,0.432,5.68,0.124,733.2,13.3
2026-07-02 04:00:00,782.9,313.6,34.6,55.6,5.28,2.24,31.8,3580.0,12.44,9.3,0.466,5.71,0.114,763.5,13.6
2026-07-02 05:00:00,764.4,361.1,30.6,48.3,4.3,2.07,35.3,3621.0,9.97,11.6,0.431,4.41,0.076,716.2,12.1
2026-07-02 06:00:00,834.0,398.7,31.7,49.3,5.15,1.69,30.9,3460.0,11.58,11.0,0.427,3.93,0.118,804.1,13.6
2026-07-02 07:00:00,920.7,304.9,37.7,56.0,5.57,1.95,33.7,3770.0,11.68,9.8,0.432,6.16,0.111,747.9,14.1
2026-07-02 08:00:00,763.6,322.8,33.2,50.7,4.61,2.03,35.8,3514.0,11.44,8.8,0.423,5.22,0.085,786.6,13.7
2026-07-02 09:00:00,855.5,328.1,31.3,51.4,4.41,2.0,31.4,3504.0,11.16,10.3,0.434,5.24,0.118,732.9,13.7
2026-07-02 10:00:00,847.7,352.2,29.2,51.0,4.81,1.91,30.0,3457.0,9.63,7.2,0.415,5.28,0.101,739.7,11.4
2026-07-02 11:00:00,876.9,348.7,34.7,53.1,2.89,2.17,30.2,3364.0,10.27,11.8,0.411,4.22,0.088,733.9,12.6
2026-07-02 12:00:00,970.7,389.1,36.4,54.0,4.4,2.44,33.6,3267.0,11.02,7.6,0.427,4.35,0.096,765.7,12.4
2026-07-02 13:00:00,916.7,343.4,41.9,64.7,5.84,1.87,29.2,3304.0,10.71,9.3,0.407,3.5,0.118,743.4,13.0
2026-07-02 14:00:00,916.0,315.3,29.9,68.2,4.79,1.79,27.3,3319.0,11.26,6.9,0.408,3.95,0.088,722.0,14.1
2026-07-02 15:00:00,1100.0,333.1,33.1,51.7,4.59,2.44,26.2,3447.0,9.97,9.2,0.422,3.92,0.121,808.5,16.3
2026-07-02 16:00:00,950.1,332.3,33.4,55.1,4.85,2.1,22.1,3355.0,10.71,7.0,0.402,3.77,0.115,822.1,14.7
2026-07-02 17:00:00,781.7,347.2,33.0,50.7,5.87,1.95,24.0,3438.0,11.23,7.3,0.374,5.58,0.103,753.5,13.1
2026-07-02 18:00:00,931.2,258.2,35.8,55.0,5.9,1.89,20.2,3271.0,9.68,8.0,0.375,5.14,0.082,808.1,15.8
2026-07-02 19:00:00,1100.0,362.7,34.1,54.1,4.96,2.09,21.4,3368.0,9.45,8.4,0.369,4.96,0.097,787.2,16.6
2026-07-02 20:00:00,941.3,467.8,38.5,56.9,5.14,1.94,23.5,3587.0,9.47,7.4,0.374,5.0,0.075,731.7,14.7
2026-07-02 21:00:00,841.7,382.3,36.3,55.1,4.78,2.04,23.9,3585.0,9.4,8.1,0.384,4.43,0.104,784.6,14.4
2026-07-02 22:00:00,837.0,369.9,36.5,57.6,4.66,2.16,24.3,3283.0,10.33,13.0,0.402,4.88,0.111,707.9,13.6
2026-07-02 23:00:00,769.6,378.2,40.9,60.6,4.59,1.93,23.8,3338.0,8.58,9.2,0.387,4.07,0.086,742.2,14.7
2026-07-03 00:00:00,794.3,281.0,29.6,48.9,4.64,2.03,29.4,3296.0,8.82,10.0,0.417,4.5,0.106,764.9,15.1
2026-07-03 01:00:00,581.9,359.8,32.2,57.2,4.78,1.62,27.7,3389.0,8.64,9.1,0.421,4.98,0.09,732.9,9.9
2026-07-03 02:00:00,692.8,355.2,31.0,49.3,4.35,1.94,30.4,3503.0,7.89,9.0,0.402,4.23,0.082,728.3,13.3
2026-07-03 03:00:00,927.0,360.3,39.7,59.4,4.15,2.07,36.0,3056.0,7.38,11.1,0.426,4.74,0.087,732.4,14.7
2026-07-03 04:00:00,764.6,377.5,29.6,49.8,5.07,1.87,33.4,3618.0,8.78,9.1,0.424,5.31,0.109,742.1,12.6
2026-07-03 05:00:00,685.2,358.6,34.7,55.9,4.7,1.83,37.5,3460.0,9.62,10.6,0.433,6.42,0.122,762.3,11.0
2026-07-03 06:00:00,820.5,341.3,32.5,47.5,4.92,2.35,37.6,3428.0,8.6,9.9,0.418,5.33,0.104,770.8,15.0
2026-07-03 07:00:00,862.5,330.3,34.6,53.9,5.66,2.12,29.2,2996.0,7.64,11.2,0.428,4.63,0.108,754.8,14.8
2026-07-03 08:00:00,773.9,343.7,41.2,61.0,4.32,1.94,31.0,3370.0,7.01,8.6,0.423,6.09,0.095,748.2,14.6
2026-07-03 09:00:00,982.0,393.0,34.4,52.6,4.61,1.94,30.6,3185.0,7.26,11.2,0.409,5.21,0.131,755.6,15.4
2026-07-03 10:00:00,761.2,405.2,36.5,53.9,5.19,1.82,31.9,3169.0,7.4,11.2,0.465,5.04,0.121,823.4,14.9
2026-07-03 11:00:00,878.6,323.1,40.3,62.6,5.55,2.11,28.7,3310.0,7.25,11.9,0.439,5.44,0.128,766.1,15.6
2026-07-03 12:00:00,965.5,278.3,36.5,54.3,5.49,1.85,31.2,3336.0,7.09,14.4,0.492,6.82,0.102,757.8,13.6
2026-07-03 13:00:00,875.8,295.8,36.2,55.7,5.49,1.65,26.0,3387.0,5.83,11.9,0.455,6.01,0.106,775.1,13.6
2026-07-03 14:00:00,873.0,301.4,43.6,64.1,5.05,2.02,27.7,3359.0,5.31,13.7,0.461,5.54,0.146,740.3,15.7
2026-07-03 15:00:00,1065.7,357.1,38.5,59.7,8.66,2.13,27.0,3215.0,5.86,13.2,0.452,5.88,0.111,809.4,13.6
2026-07-03 16:00:00,936.7,399.8,27.3,45.6,5.39,2.08,24.2,3385.0,6.64,13.3,0.502,6.63,0.128,767.5,12.6
2026-07-03 17:00:00,839.0,330.2,39.1,60.3,5.05,1.8,20.8,3497.0,5.69,12.0,0.418,6.62,0.156,728.7,16.1
2026-07-03 18:00:00,985.4,267.6,40.1,60.1,4.32,1.87,20.1,3314.0,6.34,13.7,0.478,6.95,0.131,787.1,15.3
2026-07-03 19:00:00,1100.0,307.2,32.9,55.4,3.72,1.98,26.3,3283.0,5.15,16.0,0.456,5.94,0.11,819.0,14.2
2026-07-03 20:00:00,897.8,406.0,36.8,56.6,3.84,2.09,23.6,3522.0,5.98,15.0,0.488,7.88,0.148,781.2,14.4
2026-07-03 21:00:00,852.7,393.7,30.4,50.5,9.63,2.09,27.6,3444.0,4.79,12.8,0.477,7.9,0.136,761.5,11.2
2026-07-03 22:00:00,920.8,396.0,32.4,52.4,5.09,1.85,23.4,3486.0,4.17,12.4,0.494,6.42,0.164,808.2,14.3
2026-07-03 23:00:00,838.9,350.8,30.7,47.5,5.41,2.06,25.4,3626.0,5.49,11.6,0.487,7.75,0.147,753.1,11.9
2026-07-04 00:00:00,775.8,321.1,37.1,56.8,5.82,2.25,31.3,3485.0,3.5,15.9,0.513,7.89,0.165,752.3,14.9
2026-07-04 01:00:00,548.6,342.6,32.7,53.4,4.9,2.26,30.5,3548.0,5.03,16.3,0.493,7.1,0.124,743.2,13.2
2026-07-04 02:00:00,682.4,365.6,37.6,56.2,4.94,1.76,32.5,3348.0,4.95,15.0,0.536,7.29,0.172,750.0,13.7
2026-07-04 03:00:00,817.7,345.9,42.9,62.9,4.31,2.19,31.8,3735.0,3.71,15.1,0.459,7.17,0.158,763.9,16.1
2026-07-04 04:00:00,697.3,363.3,38.3,57.7,5.05,2.03,32.9,3322.0,5.15,13.0,0.506,6.62,0.157,801.0,13.8
2026-07-04 05:00:00,651.3,589.4,38.2,57.2,5.49,1.52,35.2,3356.0,3.01,13.7,0.51,7.64,0.155,737.7,12.6
2026-07-04 06:00:00,782.7,272.9,41.8,62.8,5.21,1.87,35.5,3564.0,4.45,15.0,0.508,7.95,0.141,795.4,13.0
2026-07-04 07:00:00,777.4,287.7,40.5,61.3,5.03,1.97,34.8,3728.0,3.58,15.7,0.498,6.65,0.143,746.6,14.3
2026-07-04 08:00:00,798.6,392.3,34.3,53.5,5.11,2.03,31.9,3648.0,5.04,15.8,0.506,7.47,0.168,720.0,14.0
2026-07-04 09:00:00,868.0,337.5,30.1,53.9,4.98,1.82,32.5,3557.0,3.77,14.4,0.475,7.52,0.13,754.3,15.0
2026-07-04 10:00:00,776.5,376.1,35.3,58.9,3.79,2.01,30.9,3349.0,3.62,16.8,0.45,7.15,0.144,734.4,13.1
2026-07-04 11:00:00,841.7,365.9,38.2,61.6,4.99,2.03,31.7,3763.0,5.96,15.5,0.505,6.26,0.144,779.0,13.2
2026-07-04 12:00:00,875.8,299.6,41.5,60.0,4.15,2.23,29.8,3851.0,5.24,13.2,0.498,7.43,0.159,727.0,14.4
2026-07-04 13:00:00,839.7,268.0,26.3,43.9,4.0,1.84,27.5,3826.0,3.31,14.0,0.487,6.79,0.125,732.0,10.3
2026-07-04 14:00:00,813.7,273.3,34.3,56.8,5.09,2.09,23.0,3479.0,3.21,15.6,0.504,7.51,0.137,798.9,13.0
2026-07-04 15:00:00,1057.1,319.4,37.1,57.0,4.45,2.0,21.3,3983.0,3.0,15.4,0.472,7.21,0.153,775.6,16.1
2026-07-04 16:00:00,979.5,371.6,35.2,55.3,6.18,2.26,23.9,3632.0,3.96,12.3,0.485,7.13,0.134,783.7,15.2
2026-07-04 17:00:00,741.4,320.8,33.2,52.3,4.64,2.07,22.6,3861.0,3.0,14.6,0.471,7.21,0.145,760.8,12.5
2026-07-04 18:00:00,969.8,278.8,31.7,50.4,5.43,2.12,23.9,3800.0,3.0,13.3,0.464,6.7,0.147,791.2,15.7
2026-07-04 19:00:00,1013.9,371.1,31.2,50.8,4.99,2.14,27.0,3798.0,3.0,13.6,0.451,7.05,0.132,809.3,13.4
2026-07-04 20:00:00,847.2,379.8,27.4,48.0,5.86,1.94,22.8,3555.0,3.7,12.6,0.464,7.46,0.139,774.9,16.3
2026-07-04 21:00:00,859.1,370.1,33.0,52.1,5.75,1.85,24.6,3771.0,3.49,11.5,0.449,7.41,0.149,704.3,12.0
2026-07-04 22:00:00,831.0,264.0,28.8,50.9,5.61,1.76,28.0,3976.0,3.09,11.4,0.437,5.65,0.105,803.7,15.1
2026-07-04 23:00:00,744.0,333.6,31.1,50.0,5.08,2.02,26.0,3606.0,3.5,14.0,0.478,6.05,0.131,748.1,15.1
2026-07-05 00:00:00,750.8,328.9,31.8,50.1,6.04,1.93,27.2,3699.0,4.17,11.9,0.446,5.27,0.127,731.3,11.9
2026-07-05 01:00:00,589.9,397.1,38.3,57.8,5.43,1.91,26.7,3588.0,3.0,13.9,0.456,5.92,0.122,727.9,12.4
2026-07-05 02:00:00,694.8,319.7,42.5,63.7,4.22,1.91,28.2,3775.0,3.93,13.3,0.427,5.54,0.12,709.1,12.1
2026-07-05 03:00:00,837.4,378.8,24.4,39.9,4.52,2.06,31.1,3888.0,4.43,12.4,0.446,4.9,0.109,723.1,12.2
2026-07-05 04:00:00,769.2,425.0,41.9,63.7,4.79,2.23,31.7,3320.0,4.65,11.2,0.427,5.17,0.119,746.0,9.9
2026-07-05 05:00:00,632.4,316.6,32.8,47.9,4.59,1.74,29.2,3635.0,3.27,7.5,0.447,5.01,0.096,743.0,12.1
2026-07-05 06:00:00,870.7,295.7,34.2,54.4,5.15,2.13,32.2,3520.0,6.04,11.4,0.424,4.68,0.115,810.0,11.9
2026-07-05 07:00:00,835.4,532.2,34.1,53.6,10.52,1.89,34.5,3540.0,5.11,8.6,0.407,5.26,0.121,729.1,13.3
2026-07-05 08:00:00,715.9,312.7,24.7,45.0,5.11,2.07,30.1,3734.0,4.16,9.3,0.422,5.48,0.084,786.5,13.6
2026-07-05 09:00:00,853.6,345.9,32.6,53.2,5.12,2.01,33.6,3777.0,4.86,12.5,0.424,4.03,0.101,742.3,12.4
2026-07-05 10:00:00,820.2,453.6,38.8,60.2,4.21,1.9,30.9,3524.0,5.26,10.7,0.43,5.5,0.086,786.1,12.6
2026-07-05 11:00:00,802.7,402.1,37.2,59.3,5.51,1.78,32.4,3602.0,5.95,9.4,0.418,4.53,0.096,729.7,13.5
2026-07-05 12:00:00,868.8,337.1,30.7,49.3,4.38,1.92,29.7,3272.0,5.2,11.6,0.374,5.17,0.098,805.1,13.7
2026-07-05 13:00:00,835.3,431.1,39.0,57.7,5.06,1.99,25.8,3575.0,5.75,8.9,0.42,4.74,0.065,751.1,15.4
2026-07-05 14:00:00,748.7,325.2,37.2,54.0,5.01,1.76,24.1,3908.0,5.51,11.4,0.426,5.55,0.103,775.0,14.3
2026-07-05 15:00:00,1066.8,461.1,28.1,50.4,5.59,2.17,20.4,3318.0,6.24,10.5,0.403,5.54,0.077,746.4,14.7
2026-07-05 16:00:00,872.6,303.9,31.1,51.2,4.88,2.27,20.3,3310.0,6.3,8.9,0.399,4.46,0.084,764.5,14.5
2026-07-05 17:00:00,812.4,371.5,35.1,52.9,4.84,1.95,20.1,3431.0,5.43,8.4,0.373,4.71,0.084,793.6,13.6
2026-07-05 18:00:00,907.2,356.0,36.1,55.4,4.84,2.14,18.2,3403.0,5.31,8.9,0.385,4.41,0.105,808.6,13.6
2026-07-05 19:00:00,1100.0,351.4,40.7,62.2,5.88,2.08,24.0,3145.0,4.19,5.7,0.409,5.26,0.073,759.2,16.7
2026-07-05 20:00:00,862.6,349.9,43.9,66.3,5.96,1.98,23.0,3522.0,7.37,9.3,0.401,3.99,0.102,762.9,15.7
2026-07-05 21:00:00,823.4,416.0,42.3,62.4,5.15,1.72,25.3,3306.0,5.65,9.2,0.373,3.59,0.095,774.5,14.0
2026-07-05 22:00:00,867.3,430.3,37.3,59.2,4.67,2.32,22.2,3633.0,5.97,9.2,0.415,4.1,0.078,806.6,13.7
2026-07-05 23:00:00,815.3,304.3,30.7,51.2,4.72,2.05,23.8,3333.0,7.12,8.1,0.412,5.28,0.093,773.0,14.6
2026-07-06 00:00:00,789.9,425.2,31.3,51.0,5.04,1.84,27.3,3340.0,7.14,12.1,0.46,5.41,0.09,704.1,12.2
2026-07-06 01:00:00,601.8,390.4,35.2,54.0,4.42,1.61,27.2,3424.0,7.89,11.4,0.419,4.38,0.112,688.2,10.4
2026-07-06 02:00:00,713.3,379.9,35.0,56.6,4.37,2.02,30.3,3240.0,5.56,10.1,0.401,4.95,0.104,787.7,13.7
2026-07-06 03:00:00,956.2,434.1,37.1,57.6,5.71,1.94,28.4,3407.0,7.31,11.2,0.413,5.01,0.094,753.8,15.1
2026-07-06 04:00:00,802.2,274.7,26.4,47.9,3.94,1.77,33.9,3134.0,7.05,11.1,0.415,4.23,0.083,679.5,14.7
2026-07-06 05:00:00,760.4,375.6,38.0,56.9,5.35,1.75,30.9,3207.0,7.93,10.8,0.415,5.59,0.089,735.8,11.2
2026-07-06 06:00:00,893.2,514.1,26.5,44.9,4.97,1.76,33.7,2879.0,7.38,11.2,0.415,4.27,0.075,753.8,16.6
2026-07-06 07:00:00,889.4,353.1,37.4,56.5,5.42,1.88,34.1,3509.0,8.71,8.5,0.428,5.88,0.124,716.1,15.8
2026-07-06 08:00:00,793.6,345.7,32.7,53.7,5.38,1.73,31.4,3437.0,6.74,9.9,0.458,4.42,0.094,763.4,12.3
2026-07-06 09:00:00,871.0,303.8,39.3,55.8,5.7,1.77,32.0,3342.0,8.7,10.9,0.437,6.94,0.086,742.9,14.8
2026-07-06 10:00:00,904.2,361.0,38.8,57.5,5.1,2.39,29.3,3394.0,8.54,11.6,0.41,6.73,0.131,719.1,15.0
2026-07-06 11:00:00,916.3,342.2,34.8,55.3,4.37,1.91,29.2,3244.0,7.8,10.0,0.43,6.21,0.121,758.9,14.4
2026-07-06 12:00:00,977.2,355.4,35.4,58.7,5.06,1.86,30.5,2958.0,9.47,10.9,0.478,5.36,0.106,804.2,15.4
2026-07-06 13:00:00,925.8,327.4,33.4,54.6,5.06,2.01,30.1,3306.0,8.59,12.6,0.431,6.3,0.099,801.0,15.0
2026-07-06 14:00:00,875.8,318.4,40.2,59.0,5.19,1.88,28.6,3151.0,9.63,12.6,0.462,6.8,0.13,728.7,16.6
2026-07-06 15:00:00,1100.0,343.5,40.1,58.1,5.07,2.13,24.6,3560.0,9.04,11.2,0.458,6.14,0.118,747.8,14.9
2026-07-06 16:00:00,951.1,276.8,50.7,71.3,5.77,1.85,23.4,3267.0,9.92,15.6,0.454,6.64,0.127,780.8,14.7
2026-07-06 17:00:00,877.2,363.0,44.5,63.5,5.86,2.19,22.5,3137.0,9.81,13.9,0.443,7.1,0.121,771.0,13.7
2026-07-06 18:00:00,1100.0,420.3,30.9,50.4,4.42,1.65,24.8,3245.0,10.43,14.2,0.459,6.77,0.15,802.5,15.4
2026-07-06 19:00:00,1100.0,349.2,29.3,48.2,4.95,2.24,20.1,3221.0,10.61,12.2,0.466,8.48,0.124,769.0,17.3
2026-07-06 20:00:00,950.5,379.8,37.3,57.9,4.31,2.43,21.3,3408.0,11.18,12.7,0.469,6.78,0.144,765.1,12.3
2026-07-06 21:00:00,838.6,335.9,31.1,54.3,4.53,1.74,23.6,3468.0,9.67,14.3,0.491,5.91,0.139,779.3,13.8
2026-07-06 22:00:00,908.2,328.7,36.1,59.7,4.83,2.27,24.9,3531.0,8.71,14.6,0.476,7.38,0.143,775.7,16.5
2026-07-06 23:00:00,844.7,322.9,36.2,54.1,4.83,2.02,30.2,3416.0,10.11,13.0,0.516,6.03,0.131,719.9,14.3
2026-07-07 00:00:00,818.8,385.1,52.6,70.6,5.57,1.97,31.0,3556.0,9.93,13.5,0.496,6.69,0.143,744.7,16.3
2026-07-07 01:00:00,600.0,364.2,37.2,54.9,4.05,1.8,26.9,3569.0,10.49,15.2,0.46,7.74,0.117,686.3,12.2
2026-07-07 02:00:00,716.1,404.4,39.6,56.7,4.78,2.08,28.9,3801.0,9.38,15.7,0.484,6.58,0.155,722.8,14.4
2026-07-07 03:00:00,1021.3,375.5,30.1,49.6,5.23,1.97,29.9,3402.0,9.35,14.4,0.493,7.08,0.131,722.5,16.8
2026-07-07 04:00:00,747.3,327.1,38.9,57.4,4.85,1.91,32.4,3658.0,10.87,16.8,0.517,6.22,0.144,787.5,13.1
2026-07-07 05:00:00,677.0,383.9,39.1,62.2,5.66,2.08,34.1,3598.0,9.76,13.1,0.499,6.45,0.173,753.2,11.6
2026-07-07 06:00:00,914.6,317.7,31.6,50.4,4.99,1.98,34.4,3464.0,12.71,14.5,0.53,8.3,0.159,712.0,13.5
2026-07-07 07:00:00,839.3,407.9,33.4,53.9,5.5,1.84,32.7,3801.0,11.43,14.8,0.509,7.3,0.141,783.5,13.2
2026-07-07 08:00:00,824.3,353.9,30.1,49.8,3.81,2.05,32.9,3688.0,9.93,16.6,0.486,7.71,0.175,755.2,14.9
2026-07-07 09:00:00,916.0,291.8,31.9,50.4,4.47,1.6,31.9,3663.0,11.23,14.3,0.474,8.13,0.143,756.3,15.6
2026-07-07 10:00:00,987.5,327.8,28.1,51.0,5.31,1.77,28.6,3827.0,10.94,14.8,0.478,7.66,0.146,764.6,10.9
2026-07-07 11:00:00,934.6,564.1,27.7,51.3,5.23,1.88,28.6,3482.0,9.67,13.4,0.468,8.93,0.157,762.7,15.0
2026-07-07 12:00:00,975.1,346.5,33.6,50.6,5.56,2.15,29.9,3592.0,9.3,14.7,0.47,7.21,0.133,769.7,15.3
2026-07-07 13:00:00,917.6,427.6,35.1,52.4,3.78,2.22,25.9,3313.0,10.53,13.1,0.481,7.71,0.122,753.1,17.5
2026-07-07 14:00:00,897.2,313.3,31.0,48.2,6.26,1.83,25.0,3697.0,9.52,16.2,0.475,6.98,0.139,736.0,14.9
2026-07-07 15:00:00,1100.0,356.4,35.6,54.8,4.03,2.24,22.2,3669.0,8.16,14.8,0.501,7.27,0.156,798.7,11.8
2026-07-07 16:00:00,955.5,373.4,31.8,50.8,3.91,2.35,18.6,3664.0,9.89,14.2,0.47,7.16,0.118,785.1,15.4
2026-07-07 17:00:00,905.4,319.8,37.0,58.6,5.3,1.83,21.6,3717.0,9.66,14.0,0.481,6.82,0.152,743.7,15.2
2026-07-07 18:00:00,1030.6,350.6,35.6,55.0,4.98,2.05,25.1,3738.0,8.26,13.0,0.495,5.85,0.131,807.7,14.7
2026-07-07 19:00:00,1100.0,393.9,35.4,56.2,4.47,2.27,24.1,3694.0,7.87,11.9,0.46,6.89,0.143,768.1,16.7
2026-07-07 20:00:00,1009.1,413.4,32.3,54.6,4.91,2.22,25.4,3754.0,10.69,15.9,0.475,5.84,0.147,747.1,15.1
2026-07-07 21:00:00,899.2,381.9,40.7,62.6,5.18,2.22,20.7,3781.0,10.3,13.9,0.474,7.32,0.129,757.6,15.7
2026-07-07 22:00:00,904.7,375.5,34.0,51.6,6.05,1.73,26.5,3910.0,10.54,14.9,0.468,7.47,0.139,733.4,13.4
2026-07-07 23:00:00,840.9,344.9,33.8,55.7,5.03,2.12,27.1,3881.0,9.38,14.2,0.482,7.17,0.113,724.0,14.4
2026-07-08 00:00:00,794.5,336.8,36.2,56.1,4.59,1.82,26.2,3698.0,9.8,13.0,0.442,5.64,0.126,671.3,16.6
2026-07-08 01:00:00,602.9,358.9,35.2,53.1,5.27,1.93,28.6,3774.0,9.23,10.9,0.447,6.48,0.136,719.8,13.7
2026-07-08 02:00:00,722.1,305.6,38.9,60.0,6.17,1.96,31.2,3431.0,8.65,12.1,0.45,5.87,0.111,697.8,13.6
2026-07-08 03:00:00,960.7,367.8,39.6,64.1,5.11,2.37,31.6,3407.0,8.52,13.5,0.462,4.8,0.103,745.9,14.0
2026-07-08 04:00:00,804.2,385.1,34.9,56.3,4.98,1.98,33.3,3512.0,8.46,10.3,0.453,4.12,0.115,737.6,14.5
2026-07-08 05:00:00,630.3,346.2,38.9,60.3,4.54,1.94,33.7,3560.0,10.37,9.6,0.42,5.59,0.099,726.2,12.3
2026-07-08 06:00:00,932.8,295.8,45.0,65.0,4.63,2.06,36.7,3893.0,8.01,11.9,0.428,5.91,0.097,782.4,16.2
2026-07-08 07:00:00,874.8,336.0,46.2,68.5,5.22,2.31,31.9,3662.0,9.03,10.2,0.416,4.92,0.132,757.7,13.7
2026-07-08 08:00:00,794.5,370.2,27.1,47.2,4.89,1.92,32.4,3474.0,7.86,11.2,0.425,5.56,0.123,765.0,16.5
2026-07-08 09:00:00,942.2,362.6,39.7,60.4,4.96,2.11,34.3,3768.0,8.48,9.9,0.447,5.58,0.112,720.3,14.5
2026-07-08 10:00:00,954.4,365.3,31.7,53.5,4.07,2.04,32.9,3242.0,8.06,11.3,0.425,4.98,0.102,797.5,13.5
2026-07-08 11:00:00,943.9,301.6,31.6,49.6,5.99,1.99,31.5,3435.0,6.97,9.2,0.414,5.29,0.106,789.5,11.3
2026-07-08 12:00:00,954.7,356.9,27.3,50.6,5.53,2.3,26.3,3640.0,6.6,10.8,0.407,4.01,0.086,775.1,16.0
2026-07-08 13:00:00,921.9,336.2,35.8,50.7,6.99,1.81,28.7,3538.0,7.22,9.9,0.403,4.94,0.121,730.4,13.0
2026-07-08 14:00:00,900.2,389.5,32.5,54.4,4.89,1.83,26.6,3269.0,6.63,9.0,0.42,3.93,0.111,753.8,14.3
2026-07-08 15:00:00,1100.0,323.7,27.8,45.6,5.61,1.9,24.3,3452.0,5.3,9.4,0.409,4.71,0.073,737.9,13.3
2026-07-08 16:00:00,999.3,342.8,31.5,50.7,5.0,2.01,25.7,3524.0,7.31,7.6,0.396,4.53,0.085,777.7,14.9
2026-07-08 17:00:00,830.0,369.2,33.4,48.4,6.01,1.81,21.6,3420.0,6.2,9.3,0.427,4.6,0.109,766.3,13.8
2026-07-08 18:00:00,1097.3,302.5,30.6,50.2,4.94,1.97,24.9,3353.0,4.74,8.2,0.417,4.21,0.095,810.4,16.4
2026-07-08 19:00:00,1100.0,373.7,26.1,49.0,5.14,2.15,22.9,3191.0,6.19,7.6,0.393,4.18,0.106,797.5,15.6
2026-07-08 20:00:00,1039.3,372.1,34.1,54.9,5.21,1.77,25.1,3258.0,5.81,8.3,0.414,5.42,0.103,796.3,14.6
2026-07-08 21:00:00,815.3,326.1,35.2,58.6,5.22,2.28,23.9,3232.0,3.57,8.5,0.361,4.37,0.101,764.1,14.3
2026-07-08 22:00:00,897.5,287.1,30.9,49.5,4.86,1.87,22.4,3304.0,3.51,9.0,0.4,4.44,0.084,777.2,14.9
2026-07-08 23:00:00,829.9,350.1,34.2,52.6,4.84,2.19,25.8,3656.0,3.77,10.1,0.397,4.49,0.083,828.5,14.5
2026-07-09 00:00:00,811.3,353.4,29.2,48.4,5.66,2.1,25.9,3508.0,4.45,11.0,0.412,5.9,0.097,737.3,11.6
2026-07-09 01:00:00,628.8,657.6,39.1,55.8,4.17,2.04,28.0,3224.0,3.55,11.3,0.444,3.74,0.092,702.9,10.8
2026-07-09 02:00:00,774.2,325.1,36.4,54.4,4.35,1.85,31.9,3168.0,5.23,13.2,0.392,5.21,0.101,763.7,12.7
2026-07-09 03:00:00,932.9,414.6,33.9,53.9,4.71,1.55,34.7,3156.0,5.75,9.5,0.443,4.52,0.099,782.7,15.1
2026-07-09 04:00:00,827.9,350.5,32.9,52.3,5.58,2.11,33.8,3168.0,3.56,10.0,0.436,5.25,0.102,694.8,14.1
2026-07-09 05:00:00,757.0,398.6,31.6,53.1,4.51,1.9,31.2,3090.0,4.34,10.4,0.403,6.03,0.103,743.3,13.6
2026-07-09 06:00:00,899.8,353.8,40.0,57.7,5.16,2.16,31.6,3466.0,3.86,9.8,0.435,6.03,0.104,746.6,14.1
2026-07-09 07:00:00,938.9,378.4,39.1,56.6,5.07,2.16,33.5,3172.0,5.14,10.1,0.383,5.78,0.118,739.8,14.3
2026-07-09 08:00:00,864.8,345.4,35.0,57.0,5.02,2.28,31.7,3474.0,3.55,11.3,0.434,5.72,0.124,730.4,11.6
2026-07-09 09:00:00,971.6,406.2,35.6,56.8,4.81,1.81,34.2,3284.0,3.87,12.1,0.45,5.49,0.121,720.4,15.2
2026-07-09 10:00:00,927.6,338.9,36.7,54.9,4.28,2.0,31.7,3149.0,4.35,11.7,0.432,5.86,0.105,721.0,13.1
2026-07-09 11:00:00,933.3,351.7,37.8,59.4,6.12,2.2,32.0,3649.0,3.1,14.3,0.46,5.39,0.138,787.9,13.1
2026-07-09 12:00:00,944.9,291.0,41.2,59.6,5.54,1.84,31.2,3232.0,4.21,10.2,0.459,5.2,0.103,786.5,13.3
2026-07-09 13:00:00,909.6,294.5,29.8,49.8,4.83,1.88,25.1,3431.0,4.75,11.0,0.438,5.36,0.131,757.0,14.2
2026-07-09 14:00:00,875.1,319.9,39.4,58.7,4.93,1.79,26.9,3389.0,3.39,11.1,0.478,7.55,0.127,783.9,14.7
2026-07-09 15:00:00,1003.9,363.9,40.4,60.0,5.54,2.4,22.6,3227.0,3.9,12.1,0.413,6.66,0.104,767.6,12.9
